Title,Abstract,Authors,Year,URL
A note on the complex and bicomplex valued neural networks,"In this paper we first write a proof of the perceptron convergence algorithm
for the complex multivalued neural networks (CMVNNs). Our primary goal is to
formulate and prove the perceptron convergence algorithm for the bicomplex
multivalued neural networks (BMVNNs) and other important results in the theory
of neural networks based on a bicomplex algebra.","Daniel Alpay, Kamal Diki, Mihaela Vajiac",2022,http://arxiv.org/abs/2202.02354v1
"Deep Neural Networks as the Semi-classical Limit of Topological Quantum
  Neural Networks: The problem of generalisation","Deep Neural Networks miss a principled model of their operation. A novel
framework for supervised learning based on Topological Quantum Field Theory
that looks particularly well suited for implementation on quantum processors
has been recently explored. We propose using this framework to understand the
problem of generalisation in Deep Neural Networks. More specifically, in this
approach, Deep Neural Networks are viewed as the semi-classical limit of
Topological Quantum Neural Networks. A framework of this kind explains the
overfitting behavior of Deep Neural Networks during the training step and the
corresponding generalisation capabilities. We explore the paradigmatic case of
the perceptron, which we implement as the semiclassical limit of Topological
Quantum Neural Networks. We apply a novel algorithm we developed, showing that
it obtains similar results to standard neural networks, but without the need
for training (optimisation).","Antonino Marciano, Emanuele Zappala, Tommaso Torda, Matteo Lulli, Stefano Giagu, Chris Fields, Deen Chen, Filippo Fabrocini",2022,http://arxiv.org/abs/2210.13741v2
"On the Approximation and Complexity of Deep Neural Networks to Invariant
  Functions","Recent years have witnessed a hot wave of deep neural networks in various
domains; however, it is not yet well understood theoretically. A theoretical
characterization of deep neural networks should point out their approximation
ability and complexity, i.e., showing which architecture and size are
sufficient to handle the concerned tasks. This work takes one step on this
direction by theoretically studying the approximation and complexity of deep
neural networks to invariant functions. We first prove that the invariant
functions can be universally approximated by deep neural networks. Then we show
that a broad range of invariant functions can be asymptotically approximated by
various types of neural network models that includes the complex-valued neural
networks, convolutional neural networks, and Bayesian neural networks using a
polynomial number of parameters or optimization iterations. We also provide a
feasible application that connects the parameter estimation and forecasting of
high-resolution signals with our theoretical conclusions. The empirical results
obtained on simulation experiments demonstrate the effectiveness of our method.","Gao Zhang, Jin-Hui Wu, Shao-Qun Zhang",2022,http://arxiv.org/abs/2210.15279v1
VC dimensions of group convolutional neural networks,"We study the generalization capacity of group convolutional neural networks.
We identify precise estimates for the VC dimensions of simple sets of group
convolutional neural networks. In particular, we find that for infinite groups
and appropriately chosen convolutional kernels, already two-parameter families
of convolutional neural networks have an infinite VC dimension, despite being
invariant to the action of an infinite group.","Philipp Christian Petersen, Anna Sepliarskaia",2022,http://arxiv.org/abs/2212.09507v1
Expressivity of Spiking Neural Networks,"The synergy between spiking neural networks and neuromorphic hardware holds
promise for the development of energy-efficient AI applications. Inspired by
this potential, we revisit the foundational aspects to study the capabilities
of spiking neural networks where information is encoded in the firing time of
neurons. Under the Spike Response Model as a mathematical model of a spiking
neuron with a linear response function, we compare the expressive power of
artificial and spiking neural networks, where we initially show that they
realize piecewise linear mappings. In contrast to ReLU networks, we prove that
spiking neural networks can realize both continuous and discontinuous
functions. Moreover, we provide complexity bounds on the size of spiking neural
networks to emulate multi-layer (ReLU) neural networks. Restricting to the
continuous setting, we also establish complexity bounds in the reverse
direction for one-layer spiking neural networks.","Manjot Singh, Adalbert Fono, Gitta Kutyniok",2023,http://arxiv.org/abs/2308.08218v2
"Closed-Form Interpretation of Neural Network Classifiers with Symbolic
  Gradients","I introduce a unified framework for finding a closed-form interpretation of
any single neuron in an artificial neural network. Using this framework I
demonstrate how to interpret neural network classifiers to reveal closed-form
expressions of the concepts encoded in their decision boundaries. In contrast
to neural network-based regression, for classification, it is in general
impossible to express the neural network in the form of a symbolic equation
even if the neural network itself bases its classification on a quantity that
can be written as a closed-form equation. The interpretation framework is based
on embedding trained neural networks into an equivalence class of functions
that encode the same concept. I interpret these neural networks by finding an
intersection between the equivalence class and human-readable equations defined
by a symbolic search space. The approach is not limited to classifiers or full
neural networks and can be applied to arbitrary neurons in hidden layers or
latent spaces.",Sebastian Johann Wetzel,2024,http://arxiv.org/abs/2401.04978v2
"Null Space Properties of Neural Networks with Applications to Image
  Steganography","This paper explores the null space properties of neural networks. We extend
the null space definition from linear to nonlinear maps and discuss the
presence of a null space in neural networks. The null space of a given neural
network can tell us the part of the input data that makes no contribution to
the final prediction so that we can use it to trick the neural network. This
reveals an inherent weakness in neural networks that can be exploited. One
application described here leads to a method of image steganography. Through
experiments on image datasets such as MNIST, we show that we can use null space
components to force the neural network to choose a selected hidden image class,
even though the overall image can be made to look like a completely different
image. We conclude by showing comparisons between what a human viewer would
see, and the part of the image that the neural network is actually using to
make predictions and, hence, show that what the neural network ``sees'' is
completely different than what we would expect.","Xiang Li, Kevin M. Short",2024,http://arxiv.org/abs/2401.10262v1
"A Priori Estimation of the Approximation, Optimization and
  Generalization Errors of Random Neural Networks for Solving Partial
  Differential Equations","In recent years, neural networks have achieved remarkable progress in various
fields and have also drawn much attention in applying them on scientific
problems. A line of methods involving neural networks for solving partial
differential equations (PDEs), such as Physics-Informed Neural Networks (PINNs)
and the Deep Ritz Method (DRM), has emerged. Although these methods outperform
classical numerical methods in certain cases, the optimization problems
involving neural networks are typically non-convex and non-smooth, which can
result in unsatisfactory solutions for PDEs. In contrast to deterministic
neural networks, the hidden weights of random neural networks are sampled from
some prior distribution and only the output weights participate in training.
This makes training much simpler, but it remains unclear how to select the
prior distribution. In this paper, we focus on Barron type functions and
approximate them under Sobolev norms by random neural networks with clear prior
distribution. In addition to the approximation error, we also derive bounds for
the optimization and generalization errors of random neural networks for
solving PDEs when the solutions are Barron type functions.","Xianliang Xu, Zhongyi Huang",2024,http://arxiv.org/abs/2406.03080v2
Approximation by Steklov Neural Network Operators,"The present paper deals with construction of newly family of Neural Network
operators, that is, Steklov Neural Network operators. By using Steklov type
integral, we introduce a new version of Neural Network operators and we obtain
some convergence theorems for the family, such as, pointwise and uniform
convergence, rate of convergence via modulus of continuity.","S. N. Karaman, M. Turgay, T. Acar",2024,http://arxiv.org/abs/2410.01426v2
"Superhypergraph Neural Networks and Plithogenic Graph Neural Networks:
  Theoretical Foundations","Hypergraphs extend traditional graphs by allowing edges to connect multiple
nodes, while superhypergraphs further generalize this concept to represent even
more complex relationships. Neural networks, inspired by biological systems,
are widely used for tasks such as pattern recognition, data classification, and
prediction. Graph Neural Networks (GNNs), a well-established framework, have
recently been extended to Hypergraph Neural Networks (HGNNs), with their
properties and applications being actively studied. The Plithogenic Graph
framework enhances graph representations by integrating multi-valued
attributes, as well as membership and contradiction functions, enabling the
detailed modeling of complex relationships. In the context of handling
uncertainty, concepts such as Fuzzy Graphs and Neutrosophic Graphs have gained
prominence. It is well established that Plithogenic Graphs serve as a
generalization of both Fuzzy Graphs and Neutrosophic Graphs. Furthermore, the
Fuzzy Graph Neural Network has been proposed and is an active area of research.
This paper establishes the theoretical foundation for the development of
SuperHyperGraph Neural Networks (SHGNNs) and Plithogenic Graph Neural Networks,
expanding the applicability of neural networks to these advanced graph
structures. While mathematical generalizations and proofs are presented, future
computational experiments are anticipated.",Takaaki Fujita,2024,http://arxiv.org/abs/2412.01176v1
"LuxNAS: A Coherent Photonic Neural Network Powered by Neural
  Architecture Search","We demonstrate a novel coherent photonic neural network using tunable
phase-change-material-based couplers and neural architecture search. Compared
to the MZI-based Clements network, our results indicate 85% reduction in the
network footprint while maintaining the accuracy.","Amin Shafiee, Febin Sunny, Sudeep Pasricha, Mahdi Nikdast",2025,http://arxiv.org/abs/2503.03731v1
Structure Learning of Deep Neural Networks with Q-Learning,"Recently, with convolutional neural networks gaining significant achievements
in many challenging machine learning fields, hand-crafted neural networks no
longer satisfy our requirements as designing a network will cost a lot, and
automatically generating architectures has attracted increasingly more
attention and focus. Some research on auto-generated networks has achieved
promising results. However, they mainly aim at picking a series of single
layers such as convolution or pooling layers one by one. There are many elegant
and creative designs in the carefully hand-crafted neural networks, such as
Inception-block in GoogLeNet, residual block in residual network and dense
block in dense convolutional network. Based on reinforcement learning and
taking advantages of the superiority of these networks, we propose a novel
automatic process to design a multi-block neural network, whose architecture
contains multiple types of blocks mentioned above, with the purpose to do
structure learning of deep neural networks and explore the possibility whether
different blocks can be composed together to form a well-behaved neural
network. The optimal network is created by the Q-learning agent who is trained
to sequentially pick different types of blocks. To verify the validity of our
proposed method, we use the auto-generated multi-block neural network to
conduct experiments on image benchmark datasets MNIST, SVHN and CIFAR-10 image
classification task with restricted computational resources. The results
demonstrate that our method is very effective, achieving comparable or better
performance than hand-crafted networks and advanced auto-generated neural
networks.","Guoqiang Zhong, Wencong Jiao, Wei Gao",2018,http://arxiv.org/abs/1810.13155v1
Theoretical Analysis of the Advantage of Deepening Neural Networks,"We propose two new criteria to understand the advantage of deepening neural
networks. It is important to know the expressivity of functions computable by
deep neural networks in order to understand the advantage of deepening neural
networks. Unless deep neural networks have enough expressivity, they cannot
have good performance even though learning is successful. In this situation,
the proposed criteria contribute to understanding the advantage of deepening
neural networks since they can evaluate the expressivity independently from the
efficiency of learning. The first criterion shows the approximation accuracy of
deep neural networks to the target function. This criterion has the background
that the goal of deep learning is approximating the target function by deep
neural networks. The second criterion shows the property of linear regions of
functions computable by deep neural networks. This criterion has the background
that deep neural networks whose activation functions are piecewise linear are
also piecewise linear. Furthermore, by the two criteria, we show that to
increase layers is more effective than to increase units at each layer on
improving the expressivity of deep neural networks.","Yasushi Esaki, Yuta Nakahara, Toshiyasu Matsushima",2020,http://arxiv.org/abs/2009.11479v1
Anomaly-resistant Graph Neural Networks via Neural Architecture Search,"In general, Graph Neural Networks(GNN) have been using a message passing
method to aggregate and summarize information about neighbors to express their
information. Nonetheless, previous studies have shown that the performance of
graph neural networks becomes vulnerable when there are abnormal nodes in the
neighborhood due to this message passing method. In this paper, inspired by the
Neural Architecture Search method, we present an algorithm that recognizes
abnormal nodes and automatically excludes them from information aggregation.
Experiments on various real worlds datasets show that our proposed Neural
Architecture Search-based Anomaly Resistance Graph Neural Network (NASAR-GNN)
is actually effective.",M. Park,2021,http://arxiv.org/abs/2111.11406v3
Probabilistic Neural Programs,"We present probabilistic neural programs, a framework for program induction
that permits flexible specification of both a computational model and inference
algorithm while simultaneously enabling the use of deep neural networks.
Probabilistic neural programs combine a computation graph for specifying a
neural network with an operator for weighted nondeterministic choice. Thus, a
program describes both a collection of decisions as well as the neural network
architecture used to make each one. We evaluate our approach on a challenging
diagram question answering task where probabilistic neural programs correctly
execute nearly twice as many programs as a baseline model.","Kenton W. Murray, Jayant Krishnamurthy",2016,http://arxiv.org/abs/1612.00712v1
"Sparsely-Connected Neural Networks: Towards Efficient VLSI
  Implementation of Deep Neural Networks","Recently deep neural networks have received considerable attention due to
their ability to extract and represent high-level abstractions in data sets.
Deep neural networks such as fully-connected and convolutional neural networks
have shown excellent performance on a wide range of recognition and
classification tasks. However, their hardware implementations currently suffer
from large silicon area and high power consumption due to the their high degree
of complexity. The power/energy consumption of neural networks is dominated by
memory accesses, the majority of which occur in fully-connected networks. In
fact, they contain most of the deep neural network parameters. In this paper,
we propose sparsely-connected networks, by showing that the number of
connections in fully-connected networks can be reduced by up to 90% while
improving the accuracy performance on three popular datasets (MNIST, CIFAR10
and SVHN). We then propose an efficient hardware architecture based on
linear-feedback shift registers to reduce the memory requirements of the
proposed sparsely-connected networks. The proposed architecture can save up to
90% of memory compared to the conventional implementations of fully-connected
neural networks. Moreover, implementation results show up to 84% reduction in
the energy consumption of a single neuron of the proposed sparsely-connected
networks compared to a single neuron of fully-connected neural networks.","Arash Ardakani, Carlo Condo, Warren J. Gross",2016,http://arxiv.org/abs/1611.01427v3
Verifying Properties of Binarized Deep Neural Networks,"Understanding properties of deep neural networks is an important challenge in
deep learning. In this paper, we take a step in this direction by proposing a
rigorous way of verifying properties of a popular class of neural networks,
Binarized Neural Networks, using the well-developed means of Boolean
satisfiability. Our main contribution is a construction that creates a
representation of a binarized neural network as a Boolean formula. Our encoding
is the first exact Boolean representation of a deep neural network. Using this
encoding, we leverage the power of modern SAT solvers along with a proposed
counterexample-guided search procedure to verify various properties of these
networks. A particular focus will be on the critical property of robustness to
adversarial perturbations. For this property, our experimental results
demonstrate that our approach scales to medium-size deep neural networks used
in image classification tasks. To the best of our knowledge, this is the first
work on verifying properties of deep neural networks using an exact Boolean
encoding of the network.","Nina Narodytska, Shiva Prasad Kasiviswanathan, Leonid Ryzhyk, Mooly Sagiv, Toby Walsh",2017,http://arxiv.org/abs/1709.06662v2
"Tensor Programs I: Wide Feedforward or Recurrent Neural Networks of Any
  Architecture are Gaussian Processes","Wide neural networks with random weights and biases are Gaussian processes,
as originally observed by Neal (1995) and more recently by Lee et al. (2018)
and Matthews et al. (2018) for deep fully-connected networks, as well as by
Novak et al. (2019) and Garriga-Alonso et al. (2019) for deep convolutional
networks. We show that this Neural Network-Gaussian Process correspondence
surprisingly extends to all modern feedforward or recurrent neural networks
composed of multilayer perceptron, RNNs (e.g. LSTMs, GRUs), (nD or graph)
convolution, pooling, skip connection, attention, batch normalization, and/or
layer normalization. More generally, we introduce a language for expressing
neural network computations, and our result encompasses all such expressible
neural networks. This work serves as a tutorial on the *tensor programs*
technique formulated in Yang (2019) and elucidates the Gaussian Process results
obtained there. We provide open-source implementations of the Gaussian Process
kernels of simple RNN, GRU, transformer, and batchnorm+ReLU network at
github.com/thegregyang/GP4A.",Greg Yang,2019,http://arxiv.org/abs/1910.12478v3
Neural Network Quantization for Efficient Inference: A Survey,"As neural networks have become more powerful, there has been a rising desire
to deploy them in the real world; however, the power and accuracy of neural
networks is largely due to their depth and complexity, making them difficult to
deploy, especially in resource-constrained devices. Neural network quantization
has recently arisen to meet this demand of reducing the size and complexity of
neural networks by reducing the precision of a network. With smaller and
simpler networks, it becomes possible to run neural networks within the
constraints of their target hardware. This paper surveys the many neural
network quantization techniques that have been developed in the last decade.
Based on this survey and comparison of neural network quantization techniques,
we propose future directions of research in the area.",Olivia Weng,2021,http://arxiv.org/abs/2112.06126v2
The semantic landscape paradigm for neural networks,"Deep neural networks exhibit a fascinating spectrum of phenomena ranging from
predictable scaling laws to the unpredictable emergence of new capabilities as
a function of training time, dataset size and network size. Analysis of these
phenomena has revealed the existence of concepts and algorithms encoded within
the learned representations of these networks. While significant strides have
been made in explaining observed phenomena separately, a unified framework for
understanding, dissecting, and predicting the performance of neural networks is
lacking. Here, we introduce the semantic landscape paradigm, a conceptual and
mathematical framework that describes the training dynamics of neural networks
as trajectories on a graph whose nodes correspond to emergent algorithms that
are instrinsic to the learned representations of the networks. This abstraction
enables us to describe a wide range of neural network phenomena in terms of
well studied problems in statistical physics. Specifically, we show that
grokking and emergence with scale are associated with percolation phenomena,
and neural scaling laws are explainable in terms of the statistics of random
walks on graphs. Finally, we discuss how the semantic landscape paradigm
complements existing theoretical and practical approaches aimed at
understanding and interpreting deep neural networks.",Shreyas Gokhale,2023,http://arxiv.org/abs/2307.09550v1
Neural filtering for Neural Network-based Models of Dynamic Systems,"The application of neural networks in modeling dynamic systems has become
prominent due to their ability to estimate complex nonlinear functions. Despite
their effectiveness, neural networks face challenges in long-term predictions,
where the prediction error diverges over time, thus degrading their accuracy.
This paper presents a neural filter to enhance the accuracy of long-term state
predictions of neural network-based models of dynamic systems. Motivated by the
extended Kalman filter, the neural filter combines the neural network state
predictions with the measurements from the physical system to improve the
estimated state's accuracy. The neural filter's improvements in prediction
accuracy are demonstrated through applications to four nonlinear dynamical
systems. Numerical experiments show that the neural filter significantly
improves prediction accuracy and bounds the state estimate covariance,
outperforming the neural network predictions.","Parham Oveissi, Turibius Rozario, Ankit Goel",2024,http://arxiv.org/abs/2409.13654v1
SOCRATES: Towards a Unified Platform for Neural Network Analysis,"Studies show that neural networks, not unlike traditional programs, are
subject to bugs, e.g., adversarial samples that cause classification errors and
discriminatory instances that demonstrate the lack of fairness. Given that
neural networks are increasingly applied in critical applications (e.g.,
self-driving cars, face recognition systems and personal credit rating
systems), it is desirable that systematic methods are developed to analyze
(e.g., test or verify) neural networks against desirable properties. Recently,
a number of approaches have been developed for analyzing neural networks. These
efforts are however scattered (i.e., each approach tackles some restricted
classes of neural networks against certain particular properties), incomparable
(i.e., each approach has its own assumptions and input format) and thus hard to
apply, reuse or extend. In this project, we aim to build a unified framework
for developing techniques to analyze neural networks. Towards this goal, we
develop a platform called SOCRATES which supports a standardized format for a
variety of neural network models, an assertion language for property
specification as well as multiple neural network analysis algorithms including
two novel ones for falsifying and probabilistic verification of neural network
models. SOCRATES is extensible and thus existing approaches can be easily
integrated. Experiment results show that our platform can handle a wide range
of networks models and properties. More importantly, it provides a platform for
synergistic research on neural network analysis.","Long H. Pham, Jiaying Li, Jun Sun",2020,http://arxiv.org/abs/2007.11206v2
Multi-Grade Deep Learning,"The current deep learning model is of a single-grade, that is, it learns a
deep neural network by solving a single nonconvex optimization problem. When
the layer number of the neural network is large, it is computationally
challenging to carry out such a task efficiently. Inspired by the human
education process which arranges learning in grades, we propose a multi-grade
learning model: We successively solve a number of optimization problems of
small sizes, which are organized in grades, to learn a shallow neural network
for each grade. Specifically, the current grade is to learn the leftover from
the previous grade. In each of the grades, we learn a shallow neural network
stacked on the top of the neural network, learned in the previous grades, which
remains unchanged in training of the current and future grades. By dividing the
task of learning a deep neural network into learning several shallow neural
networks, one can alleviate the severity of the nonconvexity of the original
optimization problem of a large size. When all grades of the learning are
completed, the final neural network learned is a stair-shape neural network,
which is the superposition of networks learned from all grades. Such a model
enables us to learn a deep neural network much more effectively and
efficiently. Moreover, multi-grade learning naturally leads to adaptive
learning. We prove that in the context of function approximation if the neural
network generated by a new grade is nontrivial, the optimal error of the grade
is strictly reduced from the optimal error of the previous grade. Furthermore,
we provide several proof-of-concept numerical examples which demonstrate that
the proposed multi-grade model outperforms significantly the traditional
single-grade model and is much more robust than the traditional model.",Yuesheng Xu,2023,http://arxiv.org/abs/2302.00150v1
"Quaternion-Valued Recurrent Projection Neural Networks on Unit
  Quaternions","Hypercomplex-valued neural networks, including quaternion-valued neural
networks, can treat multi-dimensional data as a single entity. In this paper,
we present the quaternion-valued recurrent projection neural networks (QRPNNs).
Briefly, QRPNNs are obtained by combining the non-local projection learning
with the quaternion-valued recurrent correlation neural network (QRCNNs). We
show that QRPNNs overcome the cross-talk problem of QRCNNs. Thus, they are
appropriate to implement associative memories. Furthermore, computational
experiments reveal that QRPNNs exhibit greater storage capacity and noise
tolerance than their corresponding QRCNNs.","Marcos Eduardo Valle, Rodolfo Anibal Lobo",2020,http://arxiv.org/abs/2001.11846v1
Mastering high-dimensional dynamics with Hamiltonian neural networks,"We detail how incorporating physics into neural network design can
significantly improve the learning and forecasting of dynamical systems, even
nonlinear systems of many dimensions. A map building perspective elucidates the
superiority of Hamiltonian neural networks over conventional neural networks.
The results clarify the critical relation between data, dimension, and neural
network learning performance.","Scott T. Miller, John F. Lindner, Anshul Choudhary, Sudeshna Sinha, William L. Ditto",2020,http://arxiv.org/abs/2008.04214v1
Synaptic metaplasticity in binarized neural networks,"Unlike the brain, artificial neural networks, including state-of-the-art deep
neural networks for computer vision, are subject to ""catastrophic forgetting"":
they rapidly forget the previous task when trained on a new one. Neuroscience
suggests that biological synapses avoid this issue through the process of
synaptic consolidation and metaplasticity: the plasticity itself changes upon
repeated synaptic events. In this work, we show that this concept of
metaplasticity can be transferred to a particular type of deep neural networks,
binarized neural networks, to reduce catastrophic forgetting.","Axel Laborieux, Maxence Ernoult, Tifenn Hirtzlin, Damien Querlioz",2021,http://arxiv.org/abs/2101.07592v1
"Convolutional Neural Network(CNN/ConvNet) in Stock Price Movement
  Prediction","With technological advancements and the exponential growth of data, we have
been unfolding different capabilities of neural networks in different sectors.
In this paper, I have tried to use a specific type of Neural Network known as
Convolutional Neural Network(CNN/ConvNet) in the stock market. In other words,
I have tried to construct and train a convolutional neural network on past
stock prices data and then tried to predict the movement of stock price i.e.
whether the stock price would rise or fall, in the coming time.",Kunal Bhardwaj,2021,http://arxiv.org/abs/2106.01920v1
On the space of coefficients of a Feed Forward Neural Network,"We define and establish the conditions for `equivalent neural networks' -
neural networks with different weights, biases, and threshold functions that
result in the same associated function. We prove that given a neural network
$\mathcal{N}$ with piece-wise linear activation, the space of coefficients
describing all equivalent neural networks is given by a semialgebraic set. This
result is obtained by studying different representations of a given piece-wise
linear function using the Tarski-Seidenberg theorem.","Dinesh Valluri, Rory Campbell",2021,http://arxiv.org/abs/2109.03362v1
deepstruct -- linking deep learning and graph theory,"deepstruct connects deep learning models and graph theory such that different
graph structures can be imposed on neural networks or graph structures can be
extracted from trained neural network models. For this, deepstruct provides
deep neural network models with different restrictions which can be created
based on an initial graph. Further, tools to extract graph structures from
trained models are available. This step of extracting graphs can be
computationally expensive even for models of just a few dozen thousand
parameters and poses a challenging problem. deepstruct supports research in
pruning, neural architecture search, automated network design and structure
analysis of neural networks.","Julian Stier, Michael Granitzer",2021,http://arxiv.org/abs/2111.06679v2
HyperNCA: Growing Developmental Networks with Neural Cellular Automata,"In contrast to deep reinforcement learning agents, biological neural networks
are grown through a self-organized developmental process. Here we propose a new
hypernetwork approach to grow artificial neural networks based on neural
cellular automata (NCA). Inspired by self-organising systems and
information-theoretic approaches to developmental biology, we show that our
HyperNCA method can grow neural networks capable of solving common
reinforcement learning tasks. Finally, we explore how the same approach can be
used to build developmental metamorphosis networks capable of transforming
their weights to solve variations of the initial RL task.","Elias Najarro, Shyam Sudhakaran, Claire Glanois, Sebastian Risi",2022,http://arxiv.org/abs/2204.11674v1
Stochastic resonance neurons in artificial neural networks,"Many modern applications of the artificial neural networks ensue large number
of layers making traditional digital implementations increasingly complex.
Optical neural networks offer parallel processing at high bandwidth, but have
the challenge of noise accumulation. We propose here a new type of neural
networks using stochastic resonances as an inherent part of the architecture
and demonstrate a possibility of significant reduction of the required number
of neurons for a given performance accuracy. We also show that such a neural
network is more robust against the impact of noise.","Egor Manuylovich, Diego Argüello Ron, Morteza Kamalian-Kopae, Sergei Turitsyn",2022,http://arxiv.org/abs/2205.10122v2
Issues with Neural Tangent Kernel Approach to Neural Networks,"Neural tangent kernels (NTKs) have been proposed to study the behavior of
trained neural networks from the perspective of Gaussian processes. An
important result in this body of work is the theorem of equivalence between a
trained neural network and kernel regression with the corresponding NTK. This
theorem allows for an interpretation of neural networks as special cases of
kernel regression. However, does this theorem of equivalence hold in practice?
  In this paper, we revisit the derivation of the NTK rigorously and conduct
numerical experiments to evaluate this equivalence theorem. We observe that
adding a layer to a neural network and the corresponding updated NTK do not
yield matching changes in the predictor error. Furthermore, we observe that
kernel regression with a Gaussian process kernel in the literature that does
not account for neural network training produces prediction errors very close
to that of kernel regression with NTKs. These observations suggest the
equivalence theorem does not hold well in practice and puts into question
whether neural tangent kernels adequately address the training process of
neural networks.","Haoran Liu, Anthony Tai, David J. Crandall, Chunfeng Huang",2025,http://arxiv.org/abs/2501.10929v1
"Differentiable Neural Architecture Learning for Efficient Neural Network
  Design","Automated neural network design has received ever-increasing attention with
the evolution of deep convolutional neural networks (CNNs), especially
involving their deployment on embedded and mobile platforms. One of the biggest
problems that neural architecture search (NAS) confronts is that a large number
of candidate neural architectures are required to train, using, for instance,
reinforcement learning and evolutionary optimisation algorithms, at a vast
computation cost. Even recent differentiable neural architecture search (DNAS)
samples a small number of candidate neural architectures based on the
probability distribution of learned architecture parameters to select the final
neural architecture. To address this computational complexity issue, we
introduce a novel \emph{architecture parameterisation} based on scaled sigmoid
function, and propose a general \emph{Differentiable Neural Architecture
Learning} (DNAL) method to optimize the neural architecture without the need to
evaluate candidate neural networks. Specifically, for stochastic supernets as
well as conventional CNNs, we build a new channel-wise module layer with the
architecture components controlled by a scaled sigmoid function. We train these
neural network models from scratch. The network optimization is decoupled into
the weight optimization and the architecture optimization. We address the
non-convex optimization problem of neural architecture by the continuous scaled
sigmoid method with convergence guarantees. Extensive experiments demonstrate
our DNAL method delivers superior performance in terms of neural architecture
search cost. The optimal networks learned by DNAL surpass those produced by the
state-of-the-art methods on the benchmark CIFAR-10 and ImageNet-1K dataset in
accuracy, model size and computational complexity.","Qingbei Guo, Xiao-Jun Wu, Josef Kittler, Zhiquan Feng",2021,http://arxiv.org/abs/2103.02126v1
"Collocation Polynomial Neural Forms and Domain Fragmentation for solving
  Initial Value Problems","Several neural network approaches for solving differential equations employ
trial solutions with a feedforward neural network. There are different means to
incorporate the trial solution in the construction, for instance one may
include them directly in the cost function. Used within the corresponding
neural network, the trial solutions define the so-called neural form. Such
neural forms represent general, flexible tools by which one may solve various
differential equations. In this article we consider time-dependent initial
value problems, which require to set up the neural form framework adequately.
The neural forms presented up to now in the literature for such a setting can
be considered as first order polynomials. In this work we propose to extend the
polynomial order of the neural forms. The novel collocation-type construction
includes several feedforward neural networks, one for each order. Additionally,
we propose the fragmentation of the computational domain into subdomains. The
neural forms are solved on each subdomain, whereas the interfacing grid points
overlap in order to provide initial values over the whole fragmentation. We
illustrate in experiments that the combination of collocation neural forms of
higher order and the domain fragmentation allows to solve initial value
problems over large domains with high accuracy and reliability.","Toni Schneidereit, Michael Breuß",2021,http://arxiv.org/abs/2103.15413v2
"Graph Neural Networks for Learning Equivariant Representations of Neural
  Networks","Neural networks that process the parameters of other neural networks find
applications in domains as diverse as classifying implicit neural
representations, generating neural network weights, and predicting
generalization errors. However, existing approaches either overlook the
inherent permutation symmetry in the neural network or rely on intricate
weight-sharing patterns to achieve equivariance, while ignoring the impact of
the network architecture itself. In this work, we propose to represent neural
networks as computational graphs of parameters, which allows us to harness
powerful graph neural networks and transformers that preserve permutation
symmetry. Consequently, our approach enables a single model to encode neural
computational graphs with diverse architectures. We showcase the effectiveness
of our method on a wide range of tasks, including classification and editing of
implicit neural representations, predicting generalization performance, and
learning to optimize, while consistently outperforming state-of-the-art
methods. The source code is open-sourced at
https://github.com/mkofinas/neural-graphs.","Miltiadis Kofinas, Boris Knyazev, Yan Zhang, Yunlu Chen, Gertjan J. Burghouts, Efstratios Gavves, Cees G. M. Snoek, David W. Zhang",2024,http://arxiv.org/abs/2403.12143v3
Sparse Neural Networks Topologies,"We propose Sparse Neural Network architectures that are based on random or
structured bipartite graph topologies. Sparse architectures provide compression
of the models learned and speed-ups of computations, they can also surpass
their unstructured or fully connected counterparts. As we show, even more
compact topologies of the so-called SNN (Sparse Neural Network) can be achieved
with the use of structured graphs of connections between consecutive layers of
neurons. In this paper, we investigate how the accuracy and training speed of
the models depend on the topology and sparsity of the neural network. Previous
approaches using sparcity are all based on fully connected neural network
models and create sparcity during training phase, instead we explicitly define
a sparse architectures of connections before the training. Building compact
neural network models is coherent with empirical observations showing that
there is much redundancy in learned neural network models. We show
experimentally that the accuracy of the models learned with neural networks
depends on expander-like properties of the underlying topologies such as the
spectral gap and algebraic connectivity rather than the density of the graphs
of connections.","Alfred Bourely, John Patrick Boueri, Krzysztof Choromonski",2017,http://arxiv.org/abs/1706.05683v1
Optimal modularity and memory capacity of neural reservoirs,"The neural network is a powerful computing framework that has been exploited
by biological evolution and by humans for solving diverse problems. Although
the computational capabilities of neural networks are determined by their
structure, the current understanding of the relationships between a neural
network's architecture and function is still primitive. Here we reveal that
neural network's modular architecture plays a vital role in determining the
neural dynamics and memory performance of the network of threshold neurons. In
particular, we demonstrate that there exists an optimal modularity for memory
performance, where a balance between local cohesion and global connectivity is
established, allowing optimally modular networks to remember longer. Our
results suggest that insights from dynamical analysis of neural networks and
information spreading processes can be leveraged to better design neural
networks and may shed light on the brain's modular organization.","Nathaniel Rodriguez, Eduardo Izquierdo, Yong-Yeol Ahn",2017,http://arxiv.org/abs/1706.06511v3
